,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,resolution_outcome
37,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4014800044,QUEENS,,,,Jackson Heights,2019-03-14T00:00:00.000,03 QUEENS,Rodent,2019-03-11T00:00:00.000,92 STREET,ASKE STREET,Rat Sighting,2019-04-10T18:59:40.000,N/A,92-03 ROOSEVELT AVENUE,11372,,,40.748639173256656,"{'type': 'Point', 'coordinates': [-73.874472367403, 40.748639173257]}",Other (Explain Below),-73.87447236740341,PHONE,QUEENS,Unspecified,2019-03-14T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,ROOSEVELT AVENUE,,,41927116,1019031,212051,0
38,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1014530035,MANHATTAN,,,,NEW YORK,2019-03-11T00:00:00.000,08 MANHATTAN,Rodent,2019-03-11T00:00:00.000,2 AVENUE,1 AVENUE,Condition Attracting Rodents,2019-04-10T09:21:35.000,N/A,334 EAST   79 STREET,10075,,,40.772940017362096,"{'type': 'Point', 'coordinates': [-73.954129839089, 40.772940017362004]}",1-2 Family Mixed Use Building,-73.95412983908912,PHONE,MANHATTAN,Unspecified,2019-03-11T09:27:46.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST   79 STREET,,,41927120,996955,220883,0
39,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4036320027,QUEENS,,,,Ridgewood,2019-03-18T00:00:00.000,05 QUEENS,Rodent,2019-03-11T00:00:00.000,64 STREET,64 PLACE,Condition Attracting Rodents,2019-04-10T14:33:40.000,N/A,64-13 SHALER AVENUE,11385,,,40.70273806329648,"{'type': 'Point', 'coordinates': [-73.893006573773, 40.702738063296]}",1-2 Family Dwelling,-73.89300657377295,ONLINE,QUEENS,Unspecified,2019-03-18T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,SHALER AVENUE,,,41927226,1013916,195321,0
40,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3012100024,BROOKLYN,,,,BROOKLYN,2019-03-19T00:00:00.000,08 BROOKLYN,Rodent,2019-03-11T00:00:00.000,KINGSTON AVENUE,ALBANY AVENUE,Condition Attracting Rodents,2019-04-10T20:03:50.000,N/A,1496 PACIFIC STREET,11213,,,40.67711682413758,"{'type': 'Point', 'coordinates': [-73.940077724268, 40.677116824138]}",1-2 Family Dwelling,-73.94007772426816,PHONE,BROOKLYN,Unspecified,2019-03-19T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,PACIFIC STREET,,,41927227,1000871,185974,0
41,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-03-11T00:00:00.000,Unspecified BRONX,Rodent,2019-03-11T00:00:00.000,,,Signs of Rodents,2019-04-10T07:17:19.000,N/A,957 KELLY STREET,10459,,,40.821591127059456,"{'type': 'Point', 'coordinates': [-73.896164771103, 40.821591127059]}",3+ Family Apt. Building,-73.89616477110259,MOBILE,BRONX,Unspecified,2019-03-11T07:20:57.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,KELLY STREET,,,41927229,1012989,238622,0
42,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4034570061,QUEENS,,,,Ridgewood,2019-03-11T00:00:00.000,05 QUEENS,Rodent,2019-03-11T00:00:00.000,CYPRESS AVENUE,SENECA AVENUE,Rat Sighting,2019-04-10T09:02:09.000,N/A,1707 MADISON STREET,11385,,,40.70102662505227,"{'type': 'Point', 'coordinates': [-73.907146839267, 40.701026625052]}",3+ Family Apt. Building,-73.90714683926697,PHONE,QUEENS,Unspecified,2019-03-11T09:11:21.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MADISON STREET,,,41927656,1009996,194693,0
43,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1020780051,MANHATTAN,,,,NEW YORK,2019-03-11T00:00:00.000,09 MANHATTAN,Rodent,2019-03-11T00:00:00.000,AMSTERDAM AVENUE,BROADWAY,Rat Sighting,2019-04-10T22:33:31.000,N/A,530 WEST  147 STREET,10031,,,40.8269425177046,"{'type': 'Point', 'coordinates': [-73.947664492622, 40.826942517705]}",3+ Family Mixed Use Building,-73.94766449262218,PHONE,MANHATTAN,Unspecified,2019-03-11T22:45:10.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST  147 STREET,,,41927898,998734,240559,0
44,ADDRESS,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-14T15:37:58.000,14 BROOKLYN,Rodent,2019-03-11T00:00:00.000,FOSTER AVENUE,FARRAGUT ROAD,Rat Sighting,2019-04-10T16:39:52.000,N/A,557 EAST   28 STREET,11210,,,40.63721520345294,"{'type': 'Point', 'coordinates': [-73.95002557148, 40.637215203453]}",1-2 Family Dwelling,-73.95002557147991,PHONE,BROOKLYN,Unspecified,2019-03-14T15:37:58.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST   28 STREET,,,41927941,998120,171435,0
45,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-11T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-03-11T00:00:00.000,,,Rat Sighting,2019-04-10T13:21:22.000,N/A,420 EAST 78 STREET,10075,,,40.77099047244329,"{'type': 'Point', 'coordinates': [-73.952210503931, 40.770990472443]}",3+ Family Apt. Building,-73.95221050393108,MOBILE,MANHATTAN,Unspecified,2019-03-11T13:28:18.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 78 STREET,,,41927954,997487,220173,0
46,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3053100013,BROOKLYN,,,,BROOKLYN,,12 BROOKLYN,Rodent,2019-03-11T00:00:00.000,CHESTER AVENUE,36 STREET,Mouse Sighting,2019-04-10T20:43:21.000,N/A,101 CLARA STREET,11218,,,40.643038388550885,"{'type': 'Point', 'coordinates': [-73.98387130119, 40.643038388551]}",3+ Family Mixed Use Building,-73.98387130119015,PHONE,BROOKLYN,Unspecified,2019-03-11T20:51:21.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Assigned,CLARA STREET,,,41928549,988726,173553,0
47,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,ARVERNE,2019-03-14T00:00:00.000,Unspecified QUEENS,Rodent,2019-03-11T00:00:00.000,,,Signs of Rodents,2019-04-10T12:38:20.000,N/A,67-17 THURSBY AVENUE,11692,,,40.59472759333924,"{'type': 'Point', 'coordinates': [-73.797028227518, 40.594727593339]}",3+ Family Apt. Building,-73.79702822751798,MOBILE,QUEENS,Unspecified,2019-03-14T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,THURSBY AVENUE,,,41928568,1040619,156017,0
48,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-11T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-03-11T00:00:00.000,,,Mouse Sighting,2019-04-10T07:55:24.000,N/A,35 MORNINGSIDE AVENUE,10026,,,40.80650101755076,"{'type': 'Point', 'coordinates': [-73.957159038923, 40.806501017551]}",3+ Family Apt. Building,-73.957159038923,MOBILE,MANHATTAN,Unspecified,2019-03-11T07:58:23.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MORNINGSIDE AVENUE,,,41928651,996110,233110,0
49,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4054120011,QUEENS,,,,Flushing,2019-03-20T15:00:07.000,07 QUEENS,Rodent,2019-03-11T00:00:00.000,DELAWARE AVENUE,ELM AVENUE,Condition Attracting Rodents,2019-04-10T12:44:40.000,N/A,43-37 MURRAY STREET,11355,,,40.75789251098634,"{'type': 'Point', 'coordinates': [-73.810760061651, 40.757892510986]}",1-2 Family Dwelling,-73.81076006165098,PHONE,QUEENS,Unspecified,2019-03-20T15:00:07.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MURRAY STREET,,,41928704,1036677,215454,0
50,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3013810047,BROOKLYN,,,,BROOKLYN,,Unspecified BROOKLYN,Rodent,2019-03-11T00:00:00.000,BUFFALO AVENUE,RALPH AVENUE,Rat Sighting,2019-04-10T19:57:24.000,N/A,1647 ST JOHN'S PLACE,11233,,,40.67015133691202,"{'type': 'Point', 'coordinates': [-73.922906923596, 40.670151336912]}",3+ Family Mixed Use Building,-73.92290692359644,PHONE,BROOKLYN,Unspecified,2019-03-11T20:03:56.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Assigned,ST JOHN'S PLACE,,,41928737,1005636,183440,0
51,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3023750023,BROOKLYN,,,,BROOKLYN,2019-03-13T00:00:00.000,01 BROOKLYN,Rodent,2019-03-11T00:00:00.000,HOPE STREET,AINSLIE STREET,Rat Sighting,2019-04-10T14:41:44.000,N/A,383 UNION AVENUE,11211,,,40.71197244576545,"{'type': 'Point', 'coordinates': [-73.951293329042, 40.711972445765]}",1-2 Family Dwelling,-73.95129332904172,ONLINE,BROOKLYN,Unspecified,2019-03-13T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,UNION AVENUE,,,41929204,997753,198671,0
52,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1020950023,MANHATTAN,,,,NEW YORK,2019-03-11T00:00:00.000,09 MANHATTAN,Rodent,2019-03-11T00:00:00.000,BROADWAY,RIVERSIDE DRIVE,Signs of Rodents,2019-04-10T10:49:10.000,N/A,611 WEST  148 STREET,10031,,,40.82868362208559,"{'type': 'Point', 'coordinates': [-73.949813112463, 40.828683622086]}",3+ Family Mixed Use Building,-73.94981311246337,ONLINE,MANHATTAN,Unspecified,2019-03-11T10:51:37.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST  148 STREET,,,41929231,998139,241193,0
53,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-11T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-03-11T00:00:00.000,,,Rat Sighting,2019-04-10T22:18:41.000,N/A,12 VERNON AVENUE,11206,,,40.6940959611502,"{'type': 'Point', 'coordinates': [-73.951706669032, 40.69409596115]}",3+ Family Apt. Building,-73.9517066690325,MOBILE,BROOKLYN,Unspecified,2019-03-11T22:21:47.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,VERNON AVENUE,,,41929252,997642,192158,0
54,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1014530035,MANHATTAN,,,,NEW YORK,2019-03-21T00:00:00.000,08 MANHATTAN,Rodent,2019-03-11T00:00:00.000,2 AVENUE,1 AVENUE,Condition Attracting Rodents,2019-04-10T09:07:40.000,N/A,334 EAST   79 STREET,10075,,,40.772940017362096,"{'type': 'Point', 'coordinates': [-73.954129839089, 40.772940017362004]}",Other (Explain Below),-73.95412983908912,PHONE,MANHATTAN,Unspecified,2019-03-21T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST   79 STREET,,,41929271,996955,220883,0
55,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-03-11T00:00:00.000,Unspecified BRONX,Rodent,2019-03-11T00:00:00.000,,,Mouse Sighting,2019-04-10T03:10:39.000,N/A,2746 DECATUR AVENUE,10458,,,40.865583521525394,"{'type': 'Point', 'coordinates': [-73.887588963106, 40.865583521525]}",3+ Family Apt. Building,-73.88758896310604,MOBILE,BRONX,Unspecified,2019-03-11T03:19:31.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,DECATUR AVENUE,,,41929276,1015342,254653,0
56,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-11T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-03-11T00:00:00.000,,,Rat Sighting,2019-04-10T01:51:03.000,N/A,251 WEST 109 STREET,10025,,,40.80346565299177,"{'type': 'Point', 'coordinates': [-73.966339232328, 40.803465652992]}",3+ Family Apt. Building,-73.96633923232788,MOBILE,MANHATTAN,Unspecified,2019-03-11T01:53:37.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST 109 STREET,,,41929285,993569,232003,0
57,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-14T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-03-11T00:00:00.000,,,Rat Sighting,2019-04-10T15:53:37.000,N/A,2640 EAST 14 STREET,11235,,,40.58682298192361,"{'type': 'Point', 'coordinates': [-73.955380984301, 40.586822981924]}",Commercial Building,-73.95538098430059,MOBILE,BROOKLYN,Unspecified,2019-03-14T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 14 STREET,,,41929324,996643,153075,0
58,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3017540016,BROOKLYN,,,,BROOKLYN,2019-03-20T00:00:00.000,03 BROOKLYN,Rodent,2019-03-11T00:00:00.000,NOSTRAND AVENUE,MARCY AVENUE,Rat Sighting,2019-04-10T14:09:04.000,N/A,772 MYRTLE AVENUE,11206,,,40.695062200968984,"{'type': 'Point', 'coordinates': [-73.951900703167, 40.695062200969]}",Vacant Lot,-73.95190070316669,ONLINE,BROOKLYN,Unspecified,2019-03-20T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MYRTLE AVENUE,,,41929421,997588,192510,0
59,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-11T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-03-11T00:00:00.000,,,Rat Sighting,2019-04-10T13:19:57.000,N/A,440 EAST 78 STREET,10075,,,40.77090530000278,"{'type': 'Point', 'coordinates': [-73.952004778387, 40.770905300003]}",3+ Family Apt. Building,-73.95200477838749,MOBILE,MANHATTAN,Unspecified,2019-03-11T13:28:17.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 78 STREET,,,41930099,997544,220142,0
60,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4013950047,QUEENS,,,,East Elmhurst,2019-03-14T00:00:00.000,03 QUEENS,Unsanitary Animal Pvt Property,2019-03-11T00:00:00.000,31 AVENUE,32 AVENUE,Dog,2019-04-10T15:38:25.000,N/A,31-17 83 STREET,11370,,,40.75892103280759,"{'type': 'Point', 'coordinates': [-73.885018423341, 40.758921032808]}",1-2 Family Dwelling,-73.88501842334122,UNKNOWN,QUEENS,Unspecified,2019-03-14T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,83 STREET,,,41930144,1016104,215793,0
61,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,,Unspecified BROOKLYN,Rodent,2019-03-11T00:00:00.000,,,Mouse Sighting,2019-04-10T12:14:50.000,N/A,431 REMSEN AVENUE,11212,,,40.655518667558404,"{'type': 'Point', 'coordinates': [-73.922538199919, 40.655518667558]}",3+ Family Apt. Building,-73.92253819991907,MOBILE,BROOKLYN,Unspecified,2019-03-11T12:18:32.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Assigned,REMSEN AVENUE,,,41930158,1005743,178109,0
